Cut sets,BE1,BE10,BE11,BE12,BE2,BE3,BE4,BE5,BE6,BE7,BE8,BE9,T,N
1378,0,1,0,1,0,1,1,0,0,0,1,0,1,20
1379,0,1,0,1,0,1,1,0,0,0,1,1,1,30
1380,0,1,0,1,0,1,1,0,0,1,0,0,1,27
1381,0,1,0,1,0,1,1,0,0,1,0,1,1,27
1382,0,1,0,1,0,1,1,0,0,1,1,0,1,17
1383,0,1,0,1,0,1,1,0,0,1,1,1,1,23
1384,0,1,0,1,0,1,1,0,1,0,0,0,1,18
1385,0,1,0,1,0,1,1,0,1,0,0,1,1,21
1386,0,1,0,1,0,1,1,0,1,0,1,0,1,14
1387,0,1,0,1,0,1,1,0,1,0,1,1,1,27
1388,0,1,0,1,0,1,1,0,1,1,0,0,1,35
1389,0,1,0,1,0,1,1,0,1,1,0,1,1,21
1390,0,1,0,1,0,1,1,0,1,1,1,0,1,25
1391,0,1,0,1,0,1,1,0,1,1,1,1,1,32
1392,0,1,0,1,0,1,1,1,0,0,0,0,1,23
1393,0,1,0,1,0,1,1,1,0,0,0,1,1,21
1394,0,1,0,1,0,1,1,1,0,0,1,0,1,12
1395,0,1,0,1,0,1,1,1,0,0,1,1,1,23
1396,0,1,0,1,0,1,1,1,0,1,0,0,1,24
1397,0,1,0,1,0,1,1,1,0,1,0,1,1,34
1398,0,1,0,1,0,1,1,1,0,1,1,0,1,24
1399,0,1,0,1,0,1,1,1,0,1,1,1,1,22
1400,0,1,0,1,0,1,1,1,1,0,0,0,1,19
1401,0,1,0,1,0,1,1,1,1,0,0,1,1,25
1402,0,1,0,1,0,1,1,1,1,0,1,0,1,21
1403,0,1,0,1,0,1,1,1,1,0,1,1,1,22
1404,0,1,0,1,0,1,1,1,1,1,0,0,1,13
1405,0,1,0,1,0,1,1,1,1,1,0,1,1,27
1406,0,1,0,1,0,1,1,1,1,1,1,0,1,25
1407,0,1,0,1,0,1,1,1,1,1,1,1,1,22
1408,0,1,0,1,1,0,0,0,0,0,0,0,1,19
1409,0,1,0,1,1,0,0,0,0,0,0,1,1,31
1410,0,1,0,1,1,0,0,0,0,0,1,0,1,22
1411,0,1,0,1,1,0,0,0,0,0,1,1,1,24
1412,0,1,0,1,1,0,0,0,0,1,0,0,1,26
1413,0,1,0,1,1,0,0,0,0,1,0,1,1,32
1414,0,1,0,1,1,0,0,0,0,1,1,0,1,27
1415,0,1,0,1,1,0,0,0,0,1,1,1,1,21
1416,0,1,0,1,1,0,0,0,1,0,0,0,1,19
1417,0,1,0,1,1,0,0,0,1,0,0,1,1,21
1418,0,1,0,1,1,0,0,0,1,0,1,0,1,33
1419,0,1,0,1,1,0,0,0,1,0,1,1,1,20
1420,0,1,0,1,1,0,0,0,1,1,0,0,1,32
1421,0,1,0,1,1,0,0,0,1,1,0,1,1,31
1422,0,1,0,1,1,0,0,0,1,1,1,0,1,27
1423,0,1,0,1,1,0,0,0,1,1,1,1,1,30
1424,0,1,0,1,1,0,0,1,0,0,0,0,1,25
1425,0,1,0,1,1,0,0,1,0,0,0,1,1,24
1426,0,1,0,1,1,0,0,1,0,0,1,0,1,32
1427,0,1,0,1,1,0,0,1,0,0,1,1,1,23
1428,0,1,0,1,1,0,0,1,0,1,0,0,1,27
1429,0,1,0,1,1,0,0,1,0,1,0,1,1,24
1430,0,1,0,1,1,0,0,1,0,1,1,0,1,13
1431,0,1,0,1,1,0,0,1,0,1,1,1,1,26
1432,0,1,0,1,1,0,0,1,1,0,0,0,1,20
1433,0,1,0,1,1,0,0,1,1,0,0,1,1,25
1434,0,1,0,1,1,0,0,1,1,0,1,0,1,25
1435,0,1,0,1,1,0,0,1,1,0,1,1,1,22
1436,0,1,0,1,1,0,0,1,1,1,0,0,1,20
1437,0,1,0,1,1,0,0,1,1,1,0,1,1,20
1438,0,1,0,1,1,0,0,1,1,1,1,0,1,19
1439,0,1,0,1,1,0,0,1,1,1,1,1,1,36
1440,0,1,0,1,1,0,1,0,0,0,0,0,1,22
1441,0,1,0,1,1,0,1,0,0,0,0,1,1,27
1442,0,1,0,1,1,0,1,0,0,0,1,0,1,21
1443,0,1,0,1,1,0,1,0,0,0,1,1,1,24
1444,0,1,0,1,1,0,1,0,0,1,0,0,1,22
1445,0,1,0,1,1,0,1,0,0,1,0,1,1,24
1446,0,1,0,1,1,0,1,0,0,1,1,0,1,22
1447,0,1,0,1,1,0,1,0,0,1,1,1,1,15
1448,0,1,0,1,1,0,1,0,1,0,0,0,1,22
1449,0,1,0,1,1,0,1,0,1,0,0,1,1,18
1450,0,1,0,1,1,0,1,0,1,0,1,0,1,19
1451,0,1,0,1,1,0,1,0,1,0,1,1,1,20
1452,0,1,0,1,1,0,1,0,1,1,0,0,1,19
1453,0,1,0,1,1,0,1,0,1,1,0,1,1,32
1454,0,1,0,1,1,0,1,0,1,1,1,0,1,23
1455,0,1,0,1,1,0,1,0,1,1,1,1,1,26
1456,0,1,0,1,1,0,1,1,0,0,0,0,1,21
1457,0,1,0,1,1,0,1,1,0,0,0,1,1,18
1458,0,1,0,1,1,0,1,1,0,0,1,0,1,21
1459,0,1,0,1,1,0,1,1,0,0,1,1,1,28
1460,0,1,0,1,1,0,1,1,0,1,0,0,1,29
1461,0,1,0,1,1,0,1,1,0,1,0,1,1,19
1462,0,1,0,1,1,0,1,1,0,1,1,0,1,26
1463,0,1,0,1,1,0,1,1,0,1,1,1,1,37
1464,0,1,0,1,1,0,1,1,1,0,0,0,1,16
1465,0,1,0,1,1,0,1,1,1,0,0,1,1,32
1466,0,1,0,1,1,0,1,1,1,0,1,0,1,20
1467,0,1,0,1,1,0,1,1,1,0,1,1,1,26
1468,0,1,0,1,1,0,1,1,1,1,0,0,1,31
1469,0,1,0,1,1,0,1,1,1,1,0,1,1,23
1470,0,1,0,1,1,0,1,1,1,1,1,0,1,31
1471,0,1,0,1,1,0,1,1,1,1,1,1,1,16
1472,0,1,0,1,1,1,0,0,0,0,0,0,1,19
1473,0,1,0,1,1,1,0,0,0,0,0,1,1,32
1474,0,1,0,1,1,1,0,0,0,0,1,0,1,20
1475,0,1,0,1,1,1,0,0,0,0,1,1,1,20
1476,0,1,0,1,1,1,0,0,0,1,0,0,1,23
1477,0,1,0,1,1,1,0,0,0,1,0,1,1,19
1478,0,1,0,1,1,1,0,0,0,1,1,0,1,29
1479,0,1,0,1,1,1,0,0,0,1,1,1,1,15
1480,0,1,0,1,1,1,0,0,1,0,0,0,1,27
1481,0,1,0,1,1,1,0,0,1,0,0,1,1,30
1482,0,1,0,1,1,1,0,0,1,0,1,0,1,32
1483,0,1,0,1,1,1,0,0,1,0,1,1,1,20
1484,0,1,0,1,1,1,0,0,1,1,0,0,1,17
1485,0,1,0,1,1,1,0,0,1,1,0,1,1,29
1486,0,1,0,1,1,1,0,0,1,1,1,0,1,27
1487,0,1,0,1,1,1,0,0,1,1,1,1,1,29
1488,0,1,0,1,1,1,0,1,0,0,0,0,1,37
1489,0,1,0,1,1,1,0,1,0,0,0,1,1,20
1490,0,1,0,1,1,1,0,1,0,0,1,0,1,22
1491,0,1,0,1,1,1,0,1,0,0,1,1,1,27
1492,0,1,0,1,1,1,0,1,0,1,0,0,1,26
1493,0,1,0,1,1,1,0,1,0,1,0,1,1,26
1494,0,1,0,1,1,1,0,1,0,1,1,0,1,24
1495,0,1,0,1,1,1,0,1,0,1,1,1,1,28
1496,0,1,0,1,1,1,0,1,1,0,0,0,1,20
1497,0,1,0,1,1,1,0,1,1,0,0,1,1,21
1498,0,1,0,1,1,1,0,1,1,0,1,0,1,37
1499,0,1,0,1,1,1,0,1,1,0,1,1,1,26
1500,0,1,0,1,1,1,0,1,1,1,0,0,1,25
1501,0,1,0,1,1,1,0,1,1,1,0,1,1,21
1502,0,1,0,1,1,1,0,1,1,1,1,0,1,35
1503,0,1,0,1,1,1,0,1,1,1,1,1,1,22
1504,0,1,0,1,1,1,1,0,0,0,0,0,1,29
1505,0,1,0,1,1,1,1,0,0,0,0,1,1,18
1506,0,1,0,1,1,1,1,0,0,0,1,0,1,17
1507,0,1,0,1,1,1,1,0,0,0,1,1,1,21
1508,0,1,0,1,1,1,1,0,0,1,0,0,1,26
1509,0,1,0,1,1,1,1,0,0,1,0,1,1,21
1510,0,1,0,1,1,1,1,0,0,1,1,0,1,32
1511,0,1,0,1,1,1,1,0,0,1,1,1,1,33
1512,0,1,0,1,1,1,1,0,1,0,0,0,1,25
1513,0,1,0,1,1,1,1,0,1,0,0,1,1,25
1514,0,1,0,1,1,1,1,0,1,0,1,0,1,28
1515,0,1,0,1,1,1,1,0,1,0,1,1,1,23
1516,0,1,0,1,1,1,1,0,1,1,0,0,1,22
1517,0,1,0,1,1,1,1,0,1,1,0,1,1,27
1518,0,1,0,1,1,1,1,0,1,1,1,0,1,24
1519,0,1,0,1,1,1,1,0,1,1,1,1,1,30
1520,0,1,0,1,1,1,1,1,0,0,0,0,1,22
1521,0,1,0,1,1,1,1,1,0,0,0,1,1,22
1522,0,1,0,1,1,1,1,1,0,0,1,0,1,23
1523,0,1,0,1,1,1,1,1,0,0,1,1,1,26
1524,0,1,0,1,1,1,1,1,0,1,0,0,1,23
1525,0,1,0,1,1,1,1,1,0,1,0,1,1,29
1526,0,1,0,1,1,1,1,1,0,1,1,0,1,18
1527,0,1,0,1,1,1,1,1,0,1,1,1,1,23
1528,0,1,0,1,1,1,1,1,1,0,0,0,1,20
1529,0,1,0,1,1,1,1,1,1,0,0,1,1,24
1530,0,1,0,1,1,1,1,1,1,0,1,0,1,32
1531,0,1,0,1,1,1,1,1,1,0,1,1,1,24
1532,0,1,0,1,1,1,1,1,1,1,0,0,1,26
1533,0,1,0,1,1,1,1,1,1,1,0,1,1,21
1534,0,1,0,1,1,1,1,1,1,1,1,0,1,28
1535,0,1,0,1,1,1,1,1,1,1,1,1,1,24
1536,0,1,1,0,0,0,0,0,0,0,0,0,0,23
1537,0,1,1,0,0,0,0,0,0,0,0,1,0,19
1538,0,1,1,0,0,0,0,0,0,0,1,0,0,16
1539,0,1,1,0,0,0,0,0,0,0,1,1,0,29
1540,0,1,1,0,0,0,0,0,0,1,0,0,0,25
1541,0,1,1,0,0,0,0,0,0,1,0,1,1,23
1542,0,1,1,0,0,0,0,0,0,1,1,0,1,24
1543,0,1,1,0,0,0,0,0,0,1,1,1,1,23
1544,0,1,1,0,0,0,0,0,1,0,0,0,0,24
1545,0,1,1,0,0,0,0,0,1,0,0,1,1,22
1546,0,1,1,0,0,0,0,0,1,0,1,0,1,25
1547,0,1,1,0,0,0,0,0,1,0,1,1,1,22
1548,0,1,1,0,0,0,0,0,1,1,0,0,0,27
1549,0,1,1,0,0,0,0,0,1,1,0,1,1,25
1550,0,1,1,0,0,0,0,0,1,1,1,0,1,21
1551,0,1,1,0,0,0,0,0,1,1,1,1,1,23
1552,0,1,1,0,0,0,0,1,0,0,0,0,0,26
1553,0,1,1,0,0,0,0,1,0,0,0,1,0,19
1554,0,1,1,0,0,0,0,1,0,0,1,0,0,22
1555,0,1,1,0,0,0,0,1,0,0,1,1,0,24
1556,0,1,1,0,0,0,0,1,0,1,0,0,0,25
1557,0,1,1,0,0,0,0,1,0,1,0,1,1,25
1558,0,1,1,0,0,0,0,1,0,1,1,0,1,28
1559,0,1,1,0,0,0,0,1,0,1,1,1,1,36
1560,0,1,1,0,0,0,0,1,1,0,0,0,0,30
1561,0,1,1,0,0,0,0,1,1,0,0,1,1,28
1562,0,1,1,0,0,0,0,1,1,0,1,0,1,26
1563,0,1,1,0,0,0,0,1,1,0,1,1,1,30
1564,0,1,1,0,0,0,0,1,1,1,0,0,0,26
1565,0,1,1,0,0,0,0,1,1,1,0,1,1,23
1566,0,1,1,0,0,0,0,1,1,1,1,0,1,24
1567,0,1,1,0,0,0,0,1,1,1,1,1,1,14
1568,0,1,1,0,0,0,1,0,0,0,0,0,0,21
1569,0,1,1,0,0,0,1,0,0,0,0,1,0,27
1570,0,1,1,0,0,0,1,0,0,0,1,0,0,22
1571,0,1,1,0,0,0,1,0,0,0,1,1,0,24
1572,0,1,1,0,0,0,1,0,0,1,0,0,0,25
1573,0,1,1,0,0,0,1,0,0,1,0,1,1,30
1574,0,1,1,0,0,0,1,0,0,1,1,0,1,26
1575,0,1,1,0,0,0,1,0,0,1,1,1,1,28
1576,0,1,1,0,0,0,1,0,1,0,0,0,0,25
1577,0,1,1,0,0,0,1,0,1,0,0,1,1,31
1578,0,1,1,0,0,0,1,0,1,0,1,0,1,28
1579,0,1,1,0,0,0,1,0,1,0,1,1,1,30
1580,0,1,1,0,0,0,1,0,1,1,0,0,0,26
1581,0,1,1,0,0,0,1,0,1,1,0,1,1,25
1582,0,1,1,0,0,0,1,0,1,1,1,0,1,28
1583,0,1,1,0,0,0,1,0,1,1,1,1,1,34
1584,0,1,1,0,0,0,1,1,0,0,0,0,0,28
1585,0,1,1,0,0,0,1,1,0,0,0,1,0,26
1586,0,1,1,0,0,0,1,1,0,0,1,0,0,23
1587,0,1,1,0,0,0,1,1,0,0,1,1,0,25
1588,0,1,1,0,0,0,1,1,0,1,0,0,0,25
1589,0,1,1,0,0,0,1,1,0,1,0,1,1,24
1590,0,1,1,0,0,0,1,1,0,1,1,0,1,26
1591,0,1,1,0,0,0,1,1,0,1,1,1,1,20
1592,0,1,1,0,0,0,1,1,1,0,0,0,0,30
1593,0,1,1,0,0,0,1,1,1,0,0,1,1,29
1594,0,1,1,0,0,0,1,1,1,0,1,0,1,19
1595,0,1,1,0,0,0,1,1,1,0,1,1,1,21
1596,0,1,1,0,0,0,1,1,1,1,0,0,0,34
1597,0,1,1,0,0,0,1,1,1,1,0,1,1,31
1598,0,1,1,0,0,0,1,1,1,1,1,0,1,22
1599,0,1,1,0,0,0,1,1,1,1,1,1,1,28
1600,0,1,1,0,0,1,0,0,0,0,0,0,0,27
1601,0,1,1,0,0,1,0,0,0,0,0,1,0,22
1602,0,1,1,0,0,1,0,0,0,0,1,0,0,18
1603,0,1,1,0,0,1,0,0,0,0,1,1,0,25
1604,0,1,1,0,0,1,0,0,0,1,0,0,0,23
1605,0,1,1,0,0,1,0,0,0,1,0,1,1,23
1606,0,1,1,0,0,1,0,0,0,1,1,0,1,25
1607,0,1,1,0,0,1,0,0,0,1,1,1,1,32
1608,0,1,1,0,0,1,0,0,1,0,0,0,0,21
1609,0,1,1,0,0,1,0,0,1,0,0,1,1,30
1610,0,1,1,0,0,1,0,0,1,0,1,0,1,25
1611,0,1,1,0,0,1,0,0,1,0,1,1,1,30
1612,0,1,1,0,0,1,0,0,1,1,0,0,0,26
1613,0,1,1,0,0,1,0,0,1,1,0,1,1,24
1614,0,1,1,0,0,1,0,0,1,1,1,0,1,24
1615,0,1,1,0,0,1,0,0,1,1,1,1,1,15
1616,0,1,1,0,0,1,0,1,0,0,0,0,0,20
1617,0,1,1,0,0,1,0,1,0,0,0,1,0,22
1618,0,1,1,0,0,1,0,1,0,0,1,0,0,30
1619,0,1,1,0,0,1,0,1,0,0,1,1,0,23
1620,0,1,1,0,0,1,0,1,0,1,0,0,0,29
1621,0,1,1,0,0,1,0,1,0,1,0,1,1,27
1622,0,1,1,0,0,1,0,1,0,1,1,0,1,40
1623,0,1,1,0,0,1,0,1,0,1,1,1,1,21
1624,0,1,1,0,0,1,0,1,1,0,0,0,0,31
1625,0,1,1,0,0,1,0,1,1,0,0,1,1,23
1626,0,1,1,0,0,1,0,1,1,0,1,0,1,24
1627,0,1,1,0,0,1,0,1,1,0,1,1,1,19
1628,0,1,1,0,0,1,0,1,1,1,0,0,0,17
1629,0,1,1,0,0,1,0,1,1,1,0,1,1,18
1630,0,1,1,0,0,1,0,1,1,1,1,0,1,27
1631,0,1,1,0,0,1,0,1,1,1,1,1,1,23
1632,0,1,1,0,0,1,1,0,0,0,0,0,0,28
1633,0,1,1,0,0,1,1,0,0,0,0,1,0,19
1634,0,1,1,0,0,1,1,0,0,0,1,0,0,24
1635,0,1,1,0,0,1,1,0,0,0,1,1,0,19
1636,0,1,1,0,0,1,1,0,0,1,0,0,0,28
1637,0,1,1,0,0,1,1,0,0,1,0,1,1,24
1638,0,1,1,0,0,1,1,0,0,1,1,0,1,26
1639,0,1,1,0,0,1,1,0,0,1,1,1,1,19
1640,0,1,1,0,0,1,1,0,1,0,0,0,0,21
1641,0,1,1,0,0,1,1,0,1,0,0,1,1,24
1642,0,1,1,0,0,1,1,0,1,0,1,0,1,23
1643,0,1,1,0,0,1,1,0,1,0,1,1,1,24
1644,0,1,1,0,0,1,1,0,1,1,0,0,0,25
1645,0,1,1,0,0,1,1,0,1,1,0,1,1,26
1646,0,1,1,0,0,1,1,0,1,1,1,0,1,28
1647,0,1,1,0,0,1,1,0,1,1,1,1,1,19
1648,0,1,1,0,0,1,1,1,0,0,0,0,0,20
1649,0,1,1,0,0,1,1,1,0,0,0,1,0,25
1650,0,1,1,0,0,1,1,1,0,0,1,0,0,23
1651,0,1,1,0,0,1,1,1,0,0,1,1,0,26
1652,0,1,1,0,0,1,1,1,0,1,0,0,0,23
1653,0,1,1,0,0,1,1,1,0,1,0,1,1,18
1654,0,1,1,0,0,1,1,1,0,1,1,0,1,22
1655,0,1,1,0,0,1,1,1,0,1,1,1,1,30
1656,0,1,1,0,0,1,1,1,1,0,0,0,0,29
1657,0,1,1,0,0,1,1,1,1,0,0,1,1,23
1658,0,1,1,0,0,1,1,1,1,0,1,0,1,34
1659,0,1,1,0,0,1,1,1,1,0,1,1,1,30
1660,0,1,1,0,0,1,1,1,1,1,0,0,0,22
1661,0,1,1,0,0,1,1,1,1,1,0,1,1,22
1662,0,1,1,0,0,1,1,1,1,1,1,0,1,26
1663,0,1,1,0,0,1,1,1,1,1,1,1,1,21
1664,0,1,1,0,1,0,0,0,0,0,0,0,0,22
1665,0,1,1,0,1,0,0,0,0,0,0,1,0,24
1666,0,1,1,0,1,0,0,0,0,0,1,0,0,26
1667,0,1,1,0,1,0,0,0,0,0,1,1,0,27
1668,0,1,1,0,1,0,0,0,0,1,0,0,0,18
1669,0,1,1,0,1,0,0,0,0,1,0,1,1,22
1670,0,1,1,0,1,0,0,0,0,1,1,0,1,27
1671,0,1,1,0,1,0,0,0,0,1,1,1,1,22
1672,0,1,1,0,1,0,0,0,1,0,0,0,0,27
1673,0,1,1,0,1,0,0,0,1,0,0,1,1,23
1674,0,1,1,0,1,0,0,0,1,0,1,0,1,18
1675,0,1,1,0,1,0,0,0,1,0,1,1,1,19
1676,0,1,1,0,1,0,0,0,1,1,0,0,0,32
1677,0,1,1,0,1,0,0,0,1,1,0,1,1,27
1678,0,1,1,0,1,0,0,0,1,1,1,0,1,31
1679,0,1,1,0,1,0,0,0,1,1,1,1,1,32
1680,0,1,1,0,1,0,0,1,0,0,0,0,0,24
1681,0,1,1,0,1,0,0,1,0,0,0,1,0,19
1682,0,1,1,0,1,0,0,1,0,0,1,0,0,25
1683,0,1,1,0,1,0,0,1,0,0,1,1,0,18
1684,0,1,1,0,1,0,0,1,0,1,0,0,0,28
1685,0,1,1,0,1,0,0,1,0,1,0,1,1,33
1686,0,1,1,0,1,0,0,1,0,1,1,0,1,30
1687,0,1,1,0,1,0,0,1,0,1,1,1,1,25
1688,0,1,1,0,1,0,0,1,1,0,0,0,0,23
1689,0,1,1,0,1,0,0,1,1,0,0,1,1,24
1690,0,1,1,0,1,0,0,1,1,0,1,0,1,20
1691,0,1,1,0,1,0,0,1,1,0,1,1,1,21
1692,0,1,1,0,1,0,0,1,1,1,0,0,0,28
1693,0,1,1,0,1,0,0,1,1,1,0,1,1,27
1694,0,1,1,0,1,0,0,1,1,1,1,0,1,32
1695,0,1,1,0,1,0,0,1,1,1,1,1,1,29
1696,0,1,1,0,1,0,1,0,0,0,0,0,0,15
1697,0,1,1,0,1,0,1,0,0,0,0,1,0,24
1698,0,1,1,0,1,0,1,0,0,0,1,0,0,18
1699,0,1,1,0,1,0,1,0,0,0,1,1,0,25
1700,0,1,1,0,1,0,1,0,0,1,0,0,0,18
1701,0,1,1,0,1,0,1,0,0,1,0,1,1,21
1702,0,1,1,0,1,0,1,0,0,1,1,0,1,31
1703,0,1,1,0,1,0,1,0,0,1,1,1,1,32
1704,0,1,1,0,1,0,1,0,1,0,0,0,0,31
1705,0,1,1,0,1,0,1,0,1,0,0,1,1,18
1706,0,1,1,0,1,0,1,0,1,0,1,0,1,34
1707,0,1,1,0,1,0,1,0,1,0,1,1,1,21
1708,0,1,1,0,1,0,1,0,1,1,0,0,0,29
1709,0,1,1,0,1,0,1,0,1,1,0,1,1,21
1710,0,1,1,0,1,0,1,0,1,1,1,0,1,26
1711,0,1,1,0,1,0,1,0,1,1,1,1,1,25
1712,0,1,1,0,1,0,1,1,0,0,0,0,1,22
1713,0,1,1,0,1,0,1,1,0,0,0,1,1,24
1714,0,1,1,0,1,0,1,1,0,0,1,0,1,20
1715,0,1,1,0,1,0,1,1,0,0,1,1,1,26
1716,0,1,1,0,1,0,1,1,0,1,0,0,1,21
1717,0,1,1,0,1,0,1,1,0,1,0,1,1,22
1718,0,1,1,0,1,0,1,1,0,1,1,0,1,32
1719,0,1,1,0,1,0,1,1,0,1,1,1,1,31
1720,0,1,1,0,1,0,1,1,1,0,0,0,1,28
1721,0,1,1,0,1,0,1,1,1,0,0,1,1,23
1722,0,1,1,0,1,0,1,1,1,0,1,0,1,27
1723,0,1,1,0,1,0,1,1,1,0,1,1,1,28
1724,0,1,1,0,1,0,1,1,1,1,0,0,1,30
1725,0,1,1,0,1,0,1,1,1,1,0,1,1,16
1726,0,1,1,0,1,0,1,1,1,1,1,0,1,26
1727,0,1,1,0,1,0,1,1,1,1,1,1,1,22
1728,0,1,1,0,1,1,0,0,0,0,0,0,0,25
1729,0,1,1,0,1,1,0,0,0,0,0,1,0,31
1730,0,1,1,0,1,1,0,0,0,0,1,0,0,16
1731,0,1,1,0,1,1,0,0,0,0,1,1,0,25
1732,0,1,1,0,1,1,0,0,0,1,0,0,0,18
1733,0,1,1,0,1,1,0,0,0,1,0,1,1,21
1734,0,1,1,0,1,1,0,0,0,1,1,0,1,30
1735,0,1,1,0,1,1,0,0,0,1,1,1,1,17
1736,0,1,1,0,1,1,0,0,1,0,0,0,0,18
1737,0,1,1,0,1,1,0,0,1,0,0,1,1,24
1738,0,1,1,0,1,1,0,0,1,0,1,0,1,22
1739,0,1,1,0,1,1,0,0,1,0,1,1,1,30
1740,0,1,1,0,1,1,0,0,1,1,0,0,0,13
1741,0,1,1,0,1,1,0,0,1,1,0,1,1,26
1742,0,1,1,0,1,1,0,0,1,1,1,0,1,29
1743,0,1,1,0,1,1,0,0,1,1,1,1,1,28
1744,0,1,1,0,1,1,0,1,0,0,0,0,1,23
1745,0,1,1,0,1,1,0,1,0,0,0,1,1,29
1746,0,1,1,0,1,1,0,1,0,0,1,0,1,17
1747,0,1,1,0,1,1,0,1,0,0,1,1,1,31
1748,0,1,1,0,1,1,0,1,0,1,0,0,1,23
1749,0,1,1,0,1,1,0,1,0,1,0,1,1,28
1750,0,1,1,0,1,1,0,1,0,1,1,0,1,21
1751,0,1,1,0,1,1,0,1,0,1,1,1,1,23
1752,0,1,1,0,1,1,0,1,1,0,0,0,1,30
1753,0,1,1,0,1,1,0,1,1,0,0,1,1,24
1754,0,1,1,0,1,1,0,1,1,0,1,0,1,25
1755,0,1,1,0,1,1,0,1,1,0,1,1,1,24
1756,0,1,1,0,1,1,0,1,1,1,0,0,1,28
1757,0,1,1,0,1,1,0,1,1,1,0,1,1,23
1758,0,1,1,0,1,1,0,1,1,1,1,0,1,24
1759,0,1,1,0,1,1,0,1,1,1,1,1,1,25
1760,0,1,1,0,1,1,1,0,0,0,0,0,0,32
1761,0,1,1,0,1,1,1,0,0,0,0,1,0,18
1762,0,1,1,0,1,1,1,0,0,0,1,0,0,34
1763,0,1,1,0,1,1,1,0,0,0,1,1,0,21
1764,0,1,1,0,1,1,1,0,0,1,0,0,0,27
1765,0,1,1,0,1,1,1,0,0,1,0,1,1,20
1766,0,1,1,0,1,1,1,0,0,1,1,0,1,26
1767,0,1,1,0,1,1,1,0,0,1,1,1,1,26
1768,0,1,1,0,1,1,1,0,1,0,0,0,0,25
1769,0,1,1,0,1,1,1,0,1,0,0,1,1,21
1770,0,1,1,0,1,1,1,0,1,0,1,0,1,21
1771,0,1,1,0,1,1,1,0,1,0,1,1,1,20
1772,0,1,1,0,1,1,1,0,1,1,0,0,0,17
1773,0,1,1,0,1,1,1,0,1,1,0,1,1,17
1774,0,1,1,0,1,1,1,0,1,1,1,0,1,19
1775,0,1,1,0,1,1,1,0,1,1,1,1,1,32
1776,0,1,1,0,1,1,1,1,0,0,0,0,1,25
1777,0,1,1,0,1,1,1,1,0,0,0,1,1,18
1778,0,1,1,0,1,1,1,1,0,0,1,0,1,24
1779,0,1,1,0,1,1,1,1,0,0,1,1,1,22
1780,0,1,1,0,1,1,1,1,0,1,0,0,1,26
1781,0,1,1,0,1,1,1,1,0,1,0,1,1,19
1782,0,1,1,0,1,1,1,1,0,1,1,0,1,23
1783,0,1,1,0,1,1,1,1,0,1,1,1,1,27
1784,0,1,1,0,1,1,1,1,1,0,0,0,1,29
1785,0,1,1,0,1,1,1,1,1,0,0,1,1,25
1786,0,1,1,0,1,1,1,1,1,0,1,0,1,30
1787,0,1,1,0,1,1,1,1,1,0,1,1,1,22
1788,0,1,1,0,1,1,1,1,1,1,0,0,1,23
1789,0,1,1,0,1,1,1,1,1,1,0,1,1,27
1790,0,1,1,0,1,1,1,1,1,1,1,0,1,19
1791,0,1,1,0,1,1,1,1,1,1,1,1,1,16
1792,0,1,1,1,0,0,0,0,0,0,0,0,1,30
1793,0,1,1,1,0,0,0,0,0,0,0,1,1,21
1794,0,1,1,1,0,0,0,0,0,0,1,0,1,21
1795,0,1,1,1,0,0,0,0,0,0,1,1,1,20
1796,0,1,1,1,0,0,0,0,0,1,0,0,1,22
1797,0,1,1,1,0,0,0,0,0,1,0,1,1,21
1798,0,1,1,1,0,0,0,0,0,1,1,0,1,18
1799,0,1,1,1,0,0,0,0,0,1,1,1,1,20
1800,0,1,1,1,0,0,0,0,1,0,0,0,1,28
1801,0,1,1,1,0,0,0,0,1,0,0,1,1,26
1802,0,1,1,1,0,0,0,0,1,0,1,0,1,28
1803,0,1,1,1,0,0,0,0,1,0,1,1,1,19
1804,0,1,1,1,0,0,0,0,1,1,0,0,1,21
1805,0,1,1,1,0,0,0,0,1,1,0,1,1,25
1806,0,1,1,1,0,0,0,0,1,1,1,0,1,25
1807,0,1,1,1,0,0,0,0,1,1,1,1,1,29
1808,0,1,1,1,0,0,0,1,0,0,0,0,1,33
1809,0,1,1,1,0,0,0,1,0,0,0,1,1,17
1810,0,1,1,1,0,0,0,1,0,0,1,0,1,31
1811,0,1,1,1,0,0,0,1,0,0,1,1,1,26
1812,0,1,1,1,0,0,0,1,0,1,0,0,1,16
1813,0,1,1,1,0,0,0,1,0,1,0,1,1,22
1814,0,1,1,1,0,0,0,1,0,1,1,0,1,30
1815,0,1,1,1,0,0,0,1,0,1,1,1,1,21
1816,0,1,1,1,0,0,0,1,1,0,0,0,1,29
1817,0,1,1,1,0,0,0,1,1,0,0,1,1,24
1818,0,1,1,1,0,0,0,1,1,0,1,0,1,27
1819,0,1,1,1,0,0,0,1,1,0,1,1,1,26
1820,0,1,1,1,0,0,0,1,1,1,0,0,1,23
1821,0,1,1,1,0,0,0,1,1,1,0,1,1,25
1822,0,1,1,1,0,0,0,1,1,1,1,0,1,30
1823,0,1,1,1,0,0,0,1,1,1,1,1,1,12
1824,0,1,1,1,0,0,1,0,0,0,0,0,1,21
1825,0,1,1,1,0,0,1,0,0,0,0,1,1,33
1826,0,1,1,1,0,0,1,0,0,0,1,0,1,18
